DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Biomass	537.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Geothermal	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Oil	124.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Hydro Run-of-river and poundage	1038.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Hard coal	824.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Marine	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Hydro Pumped Storage		1734.0	02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Coal-derived gas	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Wind Offshore	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Waste	266.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Peat	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Brown coal/Lignite	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Nuclear	6093.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Solar	5.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Wind Onshore	6053.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Other	52.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Hydro Water Reservoir	685.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YES-REE------0	CTY	ES CTY	ES	Fossil Oil shale	0.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	Hydro Run-of-river and poundage	334.1	1.5	12/02/2022 14:43
2022-01-02 01:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	Fossil Hard coal	0.0	0.0	02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Biomass	140.0	0.0	02/01/2022 03:26
2022-01-02 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 01:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Hard coal	0.0	0.0	02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Run-of-river and poundage	3770.0	0.0	21/02/2022 14:46
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Oil	0.0	0.0	02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Water Reservoir	64.0	0.0	21/02/2022 14:46
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Pumped Storage	0.0	1150.0	03/01/2022 14:21
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Gas	97.2	0.0	04/01/2022 11:10
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Biomass	93.3		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Run-of-river and poundage	845.7		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Brown coal/Lignite	96.1		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Other	189.8		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Nuclear	1964.2		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Hard coal	50.0		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Oil	51.5		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Pumped Storage		286.5	02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Water Reservoir	18.4		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Gas	208.1		02/01/2022 03:26
2022-01-02 01:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Other renewable	56.7		02/01/2022 03:26
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Solar	0.0	0.0	02/01/2022 03:27
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Wind Onshore	12.0	0.0	02/01/2022 03:27
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	881.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	203.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1421.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	58.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	841.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	1385.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	46.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1394.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		02/01/2022 03:28
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		03/01/2022 08:50
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	10.89		03/01/2022 08:22
2022-01-02 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 01:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:30
2022-01-02 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 01:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:31
2022-01-02 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 01:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	165.22		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	69.72		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.69		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.37		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.66		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	14.74		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1950.54		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	498.44		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	127.99		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	6.6		02/01/2022 03:31
2022-01-02 02:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.26	02/01/2022 03:31
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Nuclear	3270.83		02/01/2022 03:31
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Pumped Storage	240.82	3769.33	02/01/2022 03:31
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Onshore	17825.08	0.0	03/01/2022 00:04
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Solar	0.0	0.0	02/01/2022 03:31
2022-01-02 01:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Wind Onshore	61.21		02/01/2022 04:32
2022-01-02 01:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Fossil Brown coal/Lignite	207.24		02/01/2022 04:32
2022-01-02 01:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Other renewable	0.0		02/01/2022 03:31
2022-01-02 01:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Hydro Water Reservoir	111.34		02/01/2022 04:32
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Brown coal/Lignite	3506.77		02/01/2022 03:32
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Gas	2660.99		02/01/2022 03:32
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Hard coal	2197.94		02/01/2022 03:32
2022-01-02 01:00:00.000	PT60M	10YBA-JPCC-----D	CTY	BA CTY	BA	Hydro Pumped Storage	0.0		02/01/2022 03:45
2022-01-02 01:00:00.000	PT60M	10YBA-JPCC-----D	CTY	BA CTY	BA	Hydro Run-of-river and poundage	115.9		02/01/2022 03:45
2022-01-02 01:00:00.000	PT60M	10YBA-JPCC-----D	CTY	BA CTY	BA	Wind Onshore	34.28		02/01/2022 03:45
2022-01-02 01:00:00.000	PT60M	10YBA-JPCC-----D	CTY	BA CTY	BA	Fossil Brown coal/Lignite	841.74		02/01/2022 03:45
2022-01-02 01:00:00.000	PT60M	10YBA-JPCC-----D	CTY	BA CTY	BA	Hydro Water Reservoir	335.48		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other renewable	126.12		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Geothermal	23.46		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Water Reservoir	131.94		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Waste	847.82		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other	355.95		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Oil	281.06		02/01/2022 03:45
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Biomass	4273.67		02/01/2022 03:46
2022-01-02 01:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Run-of-river and poundage	1382.74		02/01/2022 03:46
2022-01-02 02:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Offshore	6303.39		02/01/2022 03:46
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Pumped Storage	162.44	3817.49	02/01/2022 03:46
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Onshore	17834.76	0.0	03/01/2022 00:04
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Nuclear	3274.32		02/01/2022 03:46
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Hard coal	2194.02		02/01/2022 03:46
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Gas	2671.45		02/01/2022 03:46
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Wind Onshore	2305.71		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Fossil Oil	283.95		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Hydro Water Reservoir	0.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Solar	0.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Fossil Coal-derived gas	62.75		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Hydro Run-of-river and poundage	210.11		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Hydro Pumped Storage	0.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Fossil Brown coal/Lignite	2839.55		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Fossil Gas	1017.51		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Fossil Hard coal	5811.7		02/01/2022 07:46
2022-01-02 01:00:00.000	PT60M	10YPL-AREA-----S	CTY	PL CTY	PL	Biomass	223.87		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Hydro Water Reservoir	381.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Fossil Hard coal	25.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Waste	238.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Solar	0.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Fossil Oil	215.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Hydro Pumped Storage		2939.0	02/01/2022 03:47
2022-01-02 01:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Other	1451.83	1328.57	30/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Hydro Run-of-river and poundage	5650.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Biomass	357.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Fossil Gas	2896.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Nuclear	38876.0		02/01/2022 03:47
2022-01-02 01:00:00.000	PT60M	10YFR-RTE------C	CTY	FR CTY	FR	Wind Onshore	5403.0		02/01/2022 03:47
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Solar	0.0	0.0	02/01/2022 03:47
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Brown coal/Lignite	3498.49		02/01/2022 03:47
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Solar	0.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Wind Onshore	16.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Water Reservoir	82.8	0.0	21/02/2022 14:46
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Biomass	140.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Run-of-river and poundage	3826.4	0.0	04/01/2022 11:12
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Hard coal	0.0	0.0	02/01/2022 03:49
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Pumped Storage	0.0	1162.4	03/01/2022 14:21
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Gas	96.0	0.0	21/02/2022 14:46
2022-01-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Oil	0.0	0.0	02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		03/01/2022 08:50
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	7.7		03/01/2022 08:22
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	839.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	1360.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	47.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	860.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1452.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1422.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	57.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	221.0		02/01/2022 03:49
2022-01-02 02:00:00.000	PT30M	10YCY-1001A0003J	CTY	CY CTY	CY	Fossil Oil	371.78		02/01/2022 03:49
2022-01-02 02:00:00.000	PT30M	10YCY-1001A0003J	CTY	CY CTY	CY	Wind Onshore	4.59		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	488.28		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1949.73		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.37		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	126.95		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	5.95		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	15.13		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	69.72		02/01/2022 03:49
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	163.99		02/01/2022 03:50
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.66		02/01/2022 03:50
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.69		02/01/2022 03:50
2022-01-02 02:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.26	02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Biomass	0.0		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Fossil Gas	84.08		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Hydro Water Reservoir	8449.28		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Other	0.0		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Biomass	4272.21		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other	355.95		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Run-of-river and poundage	1382.92		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Geothermal	23.46		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other renewable	126.12		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Oil	281.06		02/01/2022 03:50
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Waste	852.86		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Hydro Run-of-river and poundage	2151.8		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Other renewable	50.65		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Wind Onshore	2331.67		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Hydro Pumped Storage	102.21		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10YNO-0--------C	CTY	NO CTY	NO	Waste	38.14		02/01/2022 03:50
2022-01-02 01:00:00.000	PT60M	10Y1001A1001A65H	CTY	DK CTY	DK	Fossil Oil	45.74		02/01/2022 03:51
2022-01-02 01:00:00.000	PT60M	10Y1001A1001A65H	CTY	DK CTY	DK	Fossil Gas	215.65		02/01/2022 03:51
2022-01-02 01:00:00.000	PT60M	10Y1001A1001A65H	CTY	DK CTY	DK	Waste	173.18		02/01/2022 03:51
2022-01-02 01:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Water Reservoir	132.92		02/01/2022 03:51
2022-01-02 01:00:00.000	PT60M	10Y1001A1001A65H	CTY	DK CTY	DK	Biomass	353.35		02/01/2022 03:51
2022-01-02 01:00:00.000	PT60M	10Y1001A1001A65H	CTY	DK CTY	DK	Wind Offshore	1860.95		02/01/2022 03:51
